year,month,REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,02,2021-02-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,105.4675118858954,,,,1
2021,03,2021-03-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,105.99848139711466,,,,1
2021,03,2021-03-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,107.4637180373186,,,,1
2021,03,2021-03-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,107.37294201861131,,,,1
2021,03,2021-03-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,100.89869281045752,,,,1
2021,03,2021-03-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,102.18102508178843,,,,1
2021,03,2021-03-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,108.45481049562684,,,,1
2021,03,2021-03-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,104.31654676258992,,,,1
2021,03,2021-03-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,104.11449016100181,,,,1
2021,03,2021-03-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,106.37254901960785,,,,1
2021,03,2021-03-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,105.6501547987616,,,,1
2021,03,2021-03-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,105.70522979397781,,,,1
2021,04,2021-04-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,106.5299924069856,,,,1
2021,04,2021-04-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,107.39460953697306,,,,1
2021,04,2021-04-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,107.87401574803151,,,,1
2021,04,2021-04-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.87908496732025,,,,1
2021,04,2021-04-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,103.4896401308615,,,,1
2021,04,2021-04-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,108.9650145772595,,,,1
2021,04,2021-04-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,105.91526778577138,,,,1
2021,04,2021-04-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,104.47227191413238,,,,1
2021,04,2021-04-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,106.86274509803924,,,,1
2021,04,2021-04-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,106.3467492260062,,,,1
2021,04,2021-04-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,106.3391442155309,,,,1
2021,05,2021-05-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,107.0615034168565,,,,1
2021,05,2021-05-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,108.22391154111956,,,,1
2021,05,2021-05-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,108.5898353614889,,,,1
2021,05,2021-05-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.87908496732025,,,,1
2021,05,2021-05-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,103.70774263904035,,,,1
2021,05,2021-05-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,109.54810495626823,,,,1
2021,05,2021-05-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,105.83533173461232,,,,1
2021,05,2021-05-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,105.18783542039355,,,,1
2021,05,2021-05-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,107.35294117647058,,,,1
2021,05,2021-05-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,106.81114551083593,,,,1
2021,05,2021-05-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,106.65610142630743,,,,1
2021,06,2021-06-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,107.36522399392561,,,,1
2021,06,2021-06-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,108.36212854181066,,,,1
2021,06,2021-06-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,109.37723693629206,,,,1
2021,06,2021-06-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,101.96078431372548,,,,1
2021,06,2021-06-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,101.85387131952017,,,,1
2021,06,2021-06-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,109.91253644314871,,,,1
2021,06,2021-06-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,105.99520383693046,,,,1
2021,06,2021-06-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,105.54561717352415,,,,1
2021,06,2021-06-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,107.53676470588236,,,,1
2021,06,2021-06-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,107.12074303405575,,,,1
2021,06,2021-06-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,106.973058637084,,,,1
2021,07,2021-07-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,108.04859529233109,,,,1
2021,07,2021-07-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,108.91499654457499,,,,1
2021,07,2021-07-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,109.87831066571225,,,,1
2021,07,2021-07-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,102.61437908496731,,,,1
2021,07,2021-07-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,101.41766630316249,,,,1
2021,07,2021-07-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,110.93294460641398,,,,1
2021,07,2021-07-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,106.63469224620306,,,,1
2021,07,2021-07-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,107.06618962432917,,,,1
2021,07,2021-07-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,107.23039215686273,,,,1
2021,07,2021-07-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,107.81733746130033,,,,1
2021,07,2021-07-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,107.4484944532488,,,,1
2021,08,2021-08-28,Canada,2016A000011124,All-items,2002=100,17,units,0,v41690973,2.2,108.27638572513287,,,,1
2021,08,2021-08-28,Canada,2016A000011124,Food,2002=100,17,units,0,v41690974,2.3,109.19143054595718,,,,1
2021,08,2021-08-28,Canada,2016A000011124,Shelter,2002=100,17,units,0,v41691050,2.79,110.16463851109522,,,,1
2021,08,2021-08-28,Canada,2016A000011124,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691067,2.96,102.77777777777777,,,,1
2021,08,2021-08-28,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.1390000000000002,101.74482006543076,,,,1
2021,08,2021-08-28,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,112.0991253644315,,,,1
2021,08,2021-08-28,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,106.55475619504398,,,,1
2021,08,2021-08-28,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,106.08228980322004,,,,1
2021,08,2021-08-28,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,107.96568627450979,,,,1
2021,08,2021-08-28,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.2840000000000003,108.12693498452013,,,,1
2021,08,2021-08-28,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,107.68621236133123,,,,1
